HMDB_ID,NAME,SMILES,INCHIKEY,CHEMICAL_FORMULA,AVERAGE_MASS,MONO_MASS
HMDB0015541,Meticillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O,RJQXTJLFIWVMTO-TYNCELHUSA-N,C17H20N2O6S,380.415,380.104207072
HMDB0015542,Pivampicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)C(C)(C)C,ZEMIJUDPLILVNQ-ZXFNITATSA-N,C22H29N3O6S,463.547,463.177706365
HMDB0015543,Pivmecillinam,[H]C(=N[C@@H]1C(=O)N2[C@@H](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S[C@]12[H])N1CCCCCC1,NPGNOVNWUSPMDP-HLLBOEOZSA-N,C21H33N3O5S,439.569,439.214091871
HMDB0015544,Tazobactam,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,C10H12N4O5S,300.291,300.052840204
HMDB0015545,Ticarcillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](C(O)=O)C1=CSC=C1)C(O)=O,OHKOGUYZJXTSFX-KZFFXBSXSA-N,C15H16N2O6S2,384.427,384.044977634
HMDB0015546,Propericiazine,OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1,LUALIOATIOESLM-UHFFFAOYSA-N,C21H23N3OS,365.492,365.156183063
HMDB0015547,Deferasirox,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,BOFQWVMAQOTZIW-UHFFFAOYSA-N,C21H15N3O4,373.3615,373.106255983
HMDB0015548,Valganciclovir,CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O,WPVFJKSGQUFQAP-GKAPJAKFSA-N,C14H22N6O5,354.3617,354.165167844
HMDB0015549,Hydroxychloroquine,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,C18H26ClN3O,335.872,335.176440176
HMDB0015550,Amyl Nitrite,CCCCCON=O,CSDTZUBPSYWZDX-UHFFFAOYSA-N,C5H11NO2,117.1463,117.078978601
HMDB0015551,Erythrityl Tetranitrate,[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O,SNFOERUNNSHUGP-ZXZARUISSA-N,C4H6N4O12,302.11,301.998221676
HMDB0015552,Acepromazine,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O,NOSIYYJFMPDDSA-UHFFFAOYSA-N,C19H22N2OS,326.456,326.145284026
HMDB0015553,Aceprometazine,CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C,XLOQNFNTQIRSOX-UHFFFAOYSA-N,C19H22N2OS,326.456,326.145284026
HMDB0015554,Alverine,CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1,ZPFXAOWNKLFJDN-UHFFFAOYSA-N,C20H27N,281.4351,281.214349869
HMDB0015555,Molindone,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2,KLPWJLBORRMFGK-UHFFFAOYSA-N,C16H24N2O2,276.374,276.183778022
HMDB0015556,Phenindamine,CN1CCC2=C(C1)C(C1=CC=CC=C21)C1=CC=CC=C1,ISFHAYSTHMVOJR-UHFFFAOYSA-N,C19H19N,261.3609,261.151749613
HMDB0015557,Pheniramine,CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1,IJHNSHDBIRRJRN-UHFFFAOYSA-N,C16H20N2,240.3434,240.16264865
HMDB0015558,Pipotiazine,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1,JOMHSQGEWSNUKU-UHFFFAOYSA-N,C24H33N3O3S2,475.667,475.196333317
HMDB0015559,Thioproperazine,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,VZYCZNZBPPHOFY-UHFFFAOYSA-N,C22H30N4O2S2,446.629,446.181017604
HMDB0015560,Thiothixene,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1,GFBKORZTTCHDGY-UWVJOHFNSA-N,C23H29N3O2S2,443.625,443.170118567
HMDB0015561,Zuclopenthixol,OCCN1CCN(CC\C=C2\C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,WFPIAZLQTJBIFN-DVZOWYKESA-N,C22H25ClN2OS,400.965,400.137611829
HMDB0015562,Isopropamide,CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,JTPUMZTWMWIVPA-UHFFFAOYSA-O,C23H33N2O,353.5209,353.259288688
HMDB0015563,Pargyline,CN(CC#C)CC1=CC=CC=C1,DPWPWRLQFGFJFI-UHFFFAOYSA-N,C11H13N,159.2276,159.104799421
HMDB0015564,Lincomycin,[H][C@@]1(O[C@]([H])([C@H](NC(=O)C2C[C@@H](CCC)CN2C)[C@@H](C)O)[C@H](O)[C@H](O)[C@H]1O)SC,OJMMVQQUTAEWLP-ISVUEQNNSA-N,C18H34N2O6S,406.537,406.21375752
HMDB0015565,Etoricoxib,CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O,MNJVRJDLRVPLFE-UHFFFAOYSA-N,C18H15ClN2O2S,358.842,358.054276131
HMDB0015566,Dalfopristin,CCN(CC)CCS(=O)(=O)[C@]1([H])CCN2C(=O)C3=COC(=N3)CC(=O)C[C@H](O)\C=C(\C)/C=C\CNC(=O)\C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12,SUYRLXYYZQTJHF-FUODUHIRSA-N,C34H50N4O9S,690.847,690.329849908
HMDB0015567,Calcipotriol,O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1,LWQQLNNNIPYSNX-UROSTWAQSA-N,C27H40O3,412.6047,412.297745146
HMDB0015568,Vorinostat,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,WAEXFXRVDQXREF-UHFFFAOYSA-N,C14H20N2O3,264.3202,264.147392516
HMDB0015569,Terlipressin,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,BENFXAYNYRLAIU-QSVFAHTRSA-N,C52H74N16O15S2,1227.372,1226.496097158
HMDB0015570,Fusidic Acid,O[C@@H]1CC[C@@]2(C)[C@@]([H])(CC[C@@]3(C)[C@@]2([H])[C@H](O)C[C@@]2([H])\C([C@@H](OC(=O)C)C[C@]32C)=C(/CCC=C(C)C)C(O)=O)[C@@H]1C,IECPWNUMDGFDKC-MZJAQBGESA-N,C31H48O6,516.7092,516.345089268
HMDB0015573,Niflumic Acid,OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,JZFPYUNJRRFVQU-UHFFFAOYSA-N,C13H9F3N2O2,282.218,282.061612157
HMDB0015574,Latamoxef,[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C(O)=O)C1=CC=C(O)C=C1)OC)C(O)=O,JWCSIUVGFCSJCK-CAVRMKNVSA-N,C20H20N6O9S,520.473,520.101246958
HMDB0015575,Trioxsalen,CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1,FMHHVULEAZTJMA-UHFFFAOYSA-N,C14H12O3,228.2433,228.07864425
HMDB0015576,Thiotepa,S=P(N1CC1)(N1CC1)N1CC1,FOCVUCIESVLUNU-UHFFFAOYSA-N,C6H12N3PS,189.218,189.048954601
HMDB0015579,Quinestrol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC1CCCC1)C=C3,PWZUUYSISTUNDW-VAFBSOEGSA-N,C25H32O2,364.5204,364.240230268
HMDB0015581,Iodipamide,OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I,FFINMCNLQNTKLU-UHFFFAOYSA-N,C20H14I6N2O6,1139.7618,1139.51199671
HMDB0015582,Suramin,CC1=C(NC(=O)C2=CC(NC(=O)NC3=CC=CC(=C3)C(=O)NC3=C(C)C=CC(=C3)C(=O)NC3=C4C(C=C(C=C4S(O)(=O)=O)S(O)(=O)=O)=C(C=C3)S(O)(=O)=O)=CC=C2)C=C(C=C1)C(=O)NC1=C2C(C=C(C=C2S(O)(=O)=O)S(O)(=O)=O)=C(C=C1)S(O)(=O)=O,FIAFUQMPZJWCLV-UHFFFAOYSA-N,C51H40N6O23S6,1297.28,1296.046905756
HMDB0015583,Bifonazole,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,OCAPBUJLXMYKEJ-UHFFFAOYSA-N,C22H18N2,310.3917,310.146998586
HMDB0015584,Maraviroc,[H][C@]12CC[C@]([H])(CC(C1)N1C(C)=NN=C1C(C)C)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,GSNHKUDZZFZSJB-HLMSNRGBSA-N,C29H41F2N5O,513.6655,513.327917369
HMDB0015585,Chlophedianol,CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl,WRCHFMBCVFFYEQ-UHFFFAOYSA-N,C17H20ClNO,289.8,289.123341974
HMDB0015586,Cyclandelate,CC1CC(CC(C)(C)C1)OC(=O)C(O)C1=CC=CC=C1,WZHCOOQXZCIUNC-UHFFFAOYSA-N,C17H24O3,276.3707,276.172544634
HMDB0015587,Cyproterone,[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](O)(C(C)=O)[C@@]3(C)CC[C@]12[H],DUSHUSLJJMDGTE-ZJPMUUANSA-N,C22H27ClO3,374.901,374.164872437
HMDB0015589,Flunarizine,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,SMANXXCATUTDDT-QPJJXVBHSA-N,C26H26F2N2,404.4948,404.206405252
HMDB0015590,Fluspirilene,FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,QOYHHIBFXOOADH-UHFFFAOYSA-N,C29H31F2N3O,475.5727,475.243519039
HMDB0015591,Mepenzolate,C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,GKNPSSNBBWDAGH-UHFFFAOYSA-N,C21H26NO3,340.436,340.191268703
HMDB0015592,Tetrabenazine,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1,MKJIEFSOBYUXJB-UHFFFAOYSA-N,C19H27NO3,317.4226,317.199093735
HMDB0015593,Ixabepilone,C[C@H]1CCC[C@@]2(C)O[C@@]2([H])C[C@H](NC(=O)C[C@@H](O)C(C)(C)C(=O)[C@@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1,FABUFPQFXZVHFB-CFWQTKTJSA-N,C27H42N2O5S,506.698,506.281443154
HMDB0015594,Nebivolol,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,KOHIRBRYDXPAMZ-UHFFFAOYSA-N,C22H25F2NO4,405.435,405.175164703
HMDB0015595,Nilotinib,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,HHZIURLSWUIHRB-UHFFFAOYSA-N,C28H22F3N7O,529.5158,529.183792976
HMDB0015596,Vildagliptin,OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N,SYOKIDBDQMKNDQ-XWTIBIIYSA-N,C17H25N3O2,303.3993,303.194677059
HMDB0015597,Voacamine,[H][C@@]12C[C@H](CC)[C@]3([H])N(C1)CCC1=C(NC4=CC(=C(OC)C=C14)[C@@]1([H])C[C@]4([H])C(C(=O)OC)[C@@]([H])(CC5=C1NC1=CC=CC=C51)N(C)C\C4=C\C)[C@@]3(C2)C(=O)OC,VCMIRXRRQJNZJT-XRMSBCOFSA-N,C43H52N4O5,704.8968,704.393770794
HMDB0015598,Voglibose,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,FZNCGRZWXLXZSZ-CIQUZCHMSA-N,C10H21NO7,267.2762,267.131802031
HMDB0015599,Enoximone,CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1,ZJKNESGOIKRXQY-UHFFFAOYSA-N,C12H12N2O2S,248.301,248.061948328
HMDB0015600,Bepotastine,OC(=O)CCCN1CCC(CC1)OC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,YWGDOWXRIALTES-UHFFFAOYSA-N,C21H25ClN2O3,388.888,388.155370383
HMDB0015601,Vapreotide,CC(C)C1NC(=O)C(CCCCN)NC(=O)C(CC2=CNC3=C2C=CC=C3)NC(=O)C(CC2=CC=C(O)C=C2)NC(=O)C(CSSCC(NC1=O)C(=O)NC(CC1=CC2=CC=CC=C2N1)C(N)=O)NC(=O)C(N)CC1=CC=CC=C1,GAWXLRUZZFSQON-UHFFFAOYSA-N,C57H70N12O9S2,1131.371,1130.483013278
HMDB0015602,Milnacipran,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1,GJJFMKBJSRMPLA-HIFRSBDPSA-N,C15H22N2O,246.348,246.173213336
HMDB0015603,Ximelagatran,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O)C1CCCCC1,ZXIBCJHYVWYIKI-PZJWPPBQSA-N,C24H35N5O5,473.5652,473.263819255
HMDB0015604,Permethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,C21H20Cl2O3,391.288,390.07894992
HMDB0015605,Tamibarotene,CC1(C)CCC(C)(C)C2=C1C=CC(NC(=O)C1=CC=C(C=C1)C(O)=O)=C2,MUTNCGKQJGXKEM-UHFFFAOYSA-N,C22H25NO3,351.4388,351.183443671
HMDB0015606,Lofexidine,CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1,KSMAGQUYOIHWFS-UHFFFAOYSA-N,C11H12Cl2N2O,259.132,258.03266843
HMDB0015607,Lucanthone,CCN(CC)CCNC1=C2C(=O)C3=CC=CC=C3SC2=C(C)C=C1,FBQPGGIHOFZRGH-UHFFFAOYSA-N,C20H24N2OS,340.482,340.16093409
HMDB0015608,Indacaterol,CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,QZZUEBNBZAPZLX-QFIPXVFZSA-N,C24H28N2O3,392.4907,392.209992772
HMDB0015609,Trabectedin,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@H]2N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31,PKVRCIRHQMSYJX-AIFWHQITSA-N,C39H43N3O11S,761.837,761.261829923
HMDB0015611,Methsuximide,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,AJXPJJZHWIXJCJ-UHFFFAOYSA-N,C12H13NO2,203.2371,203.094628665
HMDB0015613,Ecabet,[H][C@@]12CCC3=CC(C(C)C)=C(C=C3[C@@]1(C)CCC[C@@]2(C)C(O)=O)S(O)(=O)=O,IWCWQNVIUXZOMJ-MISYRCLQSA-N,C20H28O5S,380.498,380.165744696
HMDB0015614,Ibudilast,CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C,ZJVFLBOZORBYFE-UHFFFAOYSA-N,C14H18N2O,230.3055,230.141913208
HMDB0015615,Rotigotine,CCCN(CCC1=CC=CS1)C1CCC2=C(C1)C=CC=C2O,KFQYTPMOWPVWEJ-UHFFFAOYSA-N,C19H25NOS,315.473,315.165685117
HMDB0015616,Telaprevir,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1,BBAWEDCPNXPBQM-GDEBMMAJSA-N,C36H53N7O6,679.8493,679.405732463
HMDB0015618,Sertindole,FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,C24H26ClFN4O,440.941,440.177917386
HMDB0015619,Sulfathiazole,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,JNMRHUJNCSQMMB-UHFFFAOYSA-N,C9H9N3O2S2,255.317,255.013617927
HMDB0015620,Mianserin,CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21,UEQUQVLFIPOEMF-UHFFFAOYSA-N,C18H20N2,264.3648,264.16264865
HMDB0015621,Sulfadimethoxine,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,ZZORFUFYDOWNEF-UHFFFAOYSA-N,C12H14N4O4S,310.329,310.073575646
HMDB0015623,Rimonabant,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1,JZCPYUJPEARBJL-UHFFFAOYSA-N,C22H21Cl3N4O,463.787,462.078094435
HMDB0015624,Icatibant,[H][C@]12CC(N(C(=O)C3CC4=CC=CC=C4CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)C3C[C@@H](O)CN3C(=O)C3CCCN3C(=O)C(CCCN=C(N)N)NC(=O)[C@H](N)CCCN=C(N)N)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O,QURWXBZNHXJZBE-MCDGZUPGSA-N,C59H89N19O13S,1304.522,1303.660794719
HMDB0015625,Prasugrel,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1,DTGLZDAWLRGWQN-UHFFFAOYSA-N,C20H20FNO3S,373.441,373.114792406
HMDB0015627,Droxidopa,N[C@H]([C@@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,QXWYKJLNLSIPIN-SFYZADRCSA-N,C9H11NO5,213.1873,213.063722467
HMDB0015628,Udenafil,CCCOC1=C(C=C(C=C1)S(=O)(=O)NCCC1CCCN1C)C1=NC(=O)C2=C(N1)C(CCC)=NN2C,IYFNEFQTYQPVOC-UHFFFAOYSA-N,C25H36N6O4S,516.656,516.25187436
HMDB0015629,Sitaxentan,CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl,PHWXUGHIIBDVKD-UHFFFAOYSA-N,C18H15ClN2O6S2,454.905,454.006005309
HMDB0015631,Alvimopan,C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1,UPNUIXSCZBYVBB-JVFUWBCBSA-N,C25H32N2O4,424.5326,424.236207522
HMDB0015632,Temsirolimus,OCC(C)(CO)C(=O)O[C@@H]1CC[C@@H](C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@@H](OC)C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC,CBPNZQVSJQDFBE-FUXHJELOSA-N,C56H87NO16,1030.2871,1029.602485741
HMDB0015633,Amisulpride,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,NTJOBXMMWNYJFB-UHFFFAOYSA-N,C17H27N3O4S,369.479,369.172227057
HMDB0015634,Saxagliptin,N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2,QGJUIPDUBHWZPV-SGTAVMJGSA-N,C18H25N3O2,315.41,315.194677059
HMDB0015636,Agomelatine,COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1,YJYPHIXNFHFHND-UHFFFAOYSA-N,C15H17NO2,243.301,243.125928793
HMDB0015637,Vilazodone,NC(=O)C1=CC2=C(O1)C=CC(=C2)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1,SGEGOXDYSFKCPT-UHFFFAOYSA-N,C26H27N5O2,441.5249,441.216475133
HMDB0015639,Mepyramine,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1,YECBIJXISLIIDS-UHFFFAOYSA-N,C17H23N3O,285.384,285.184112373
HMDB0015640,Xylometazoline,CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C,HUCJFAOMUPXHDK-UHFFFAOYSA-N,C16H24N2,244.3752,244.193948778
HMDB0015641,Dabigatran etexilate,CCCCCCOC(=O)N=C(N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=CC=CC=N3)N2C)C=C1,KSGXQBZTULBEEQ-UHFFFAOYSA-N,C34H41N7O5,627.7332,627.316917457
HMDB0015642,Arbekacin,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,MKKYBZZTJQGVCD-XTCKQBCOSA-N,C22H44N6O10,552.619,552.311891658
HMDB0015643,Artemether,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4,SXYIRMFQILZOAM-HVNFFKDJSA-N,C16H26O5,298.3746,298.178023942
HMDB0015644,Betahistine,CNCCC1=CC=CC=N1,UUQMNUMQCIQDMZ-UHFFFAOYSA-N,C8H12N2,136.1943,136.100048394
HMDB0015645,Degarelix,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCCC1C(=O)N[C@H](C)C(N)=O,MEUCPCLKGZSHTA-RHCWOGDZSA-N,C82H103ClN18O16,1632.259,1630.748797045
HMDB0015646,Desvenlafaxine,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,KYYIDSXMWOZKMP-UHFFFAOYSA-N,C16H25NO2,263.3752,263.188529049
HMDB0015647,Dexmethylphenidate,COC(=O)[C@@H]([C@H]1CCCCN1)C1=CC=CC=C1,DUGOZIWVEXMGBE-CHWSQXEVSA-N,C14H19NO2,233.3062,233.141578857
HMDB0015648,Fesoterodine,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C,DCCSDBARQIPTGU-HSZRJFAPSA-N,C26H37NO3,411.5769,411.277344055
HMDB0015649,Gadobutrol,OC[C@H](O)[C@H](CO)[N+]12CC[N+]3(CC([O-])=O)CC[N+]4(CC([O-])=O)CC[N+](CC([O-])=O)(CC1)[Gd-]234,ZPDFIIGFYAHNSK-YYLIZZNMSA-K,C18H31GdN4O9,604.72,605.13321
HMDB0015651,Isometheptene,CNC(C)CCC=C(C)C,XVQUOJBERHHONY-UHFFFAOYSA-N,C9H19N,141.2539,141.151749613
HMDB0015652,Levonordefrin,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1,GEFQWZLICWMTKF-CDUCUWFYSA-N,C9H13NO3,183.2044,183.089543287
HMDB0015653,Lumefantrine,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1,DYLGFOYVTXJFJP-MYYYXRDXSA-N,C30H32Cl3NO,528.94,527.154947772
HMDB0015654,Methacholine,CC(C[N+](C)(C)C)OC(C)=O,NZWOPGCLSHLLPA-UHFFFAOYSA-N,C8H18NO2,160.234,160.133753825
HMDB0015655,Methyltestosterone,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,GCKMFJBGXUYNAG-HLXURNFRSA-N,C20H30O2,302.451,302.224580204
HMDB0015656,Naphazoline,C(C1=NCCN1)C1=CC=CC2=CC=CC=C12,CNIIGCLFLJGOGP-UHFFFAOYSA-N,C14H14N2,210.2744,210.115698458
HMDB0015657,Nilvadipine,COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N,FAIIFDPAEUKBEP-UHFFFAOYSA-N,C19H19N3O6,385.3707,385.127385355
HMDB0015658,Norelgestromin,CCC12CCC3C(CCC4=CC(CCC34)=NO)C1CCC2(O)C#C,ISHXLNHNDMZNMC-UHFFFAOYSA-N,C21H29NO2,327.4605,327.219829177
HMDB0015659,Propylhexedrine,CNC(C)CC1CCCCC1,JCRIVQIOJSSCQD-UHFFFAOYSA-N,C10H21N,155.2804,155.167399677
HMDB0015661,Fospropofol,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O,QVNNONOFASOXQV-UHFFFAOYSA-N,C13H21O5P,288.2766,288.112660294
HMDB0015662,Fosaprepitant,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,BARDROPHSZEBKC-OITMNORJSA-N,C23H22F7N4O6P,614.4066,614.116518403
HMDB0015666,Lornoxicam,CN1\C(=C(\O)NC2=CC=CC=N2)C(=O)C2=C(C=C(Cl)S2)S1(=O)=O,OXROWJKCGCOJDO-JLHYYAGUSA-N,C13H10ClN3O4S2,371.819,370.98012491
HMDB0015667,Sulfaphenazole,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1,QWCJHSGMANYXCW-UHFFFAOYSA-N,C15H14N4O2S,314.362,314.083746402
HMDB0015668,Gestodene,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C,SIGSPDASOTUPFS-XUDSTZEESA-N,C21H26O2,310.4299,310.193280076
